geoid,FIPS,CT20,year,denom_total_pop,total_calls,total_calls_rate,homeless_encampment,homeless_encampment_rate,illegal_dumping,illegal_dumping_rate,bulky_items,bulky_items_rate
1400000U,06037113239,113239,2020,2183,738,3380.6687,46,210.71919,101,462.66605,369,1690.3344
1400000U,06037113301,113301,2020,3972,797,2006.5458,15,37.764351,42,105.74018,407,1024.6727
1400000U,06037113303,113303,2020,3779,2284,6043.9268,76,201.1114,170,449.85446,1129,2987.5627
1400000U,06037113322,113322,2020,4680,1599,3416.6667,2,4.2735043,59,126.06837,959,2049.1453
1400000U,06037113323,113323,2020,4029,1211,3005.7085,15,37.230083,79,196.07843,690,1712.5837
1400000U,06037113324,113324,2020,2844,289,1016.1744,1,3.5161743,22,77.355835,161,566.10406
1400000U,06037113423,113423,2020,3017,981,3251.5745,38,125.95293,55,182.30029,575,1905.8667
1400000U,06037113424,113424,2020,3493,1293,3701.6892,29,83.023186,100,286.28687,735,2104.2085
1400000U,06037113425,113425,2020,4407,516,1170.8645,66,149.76175,124,281.37054,209,474.24551
1400000U,06037113426,113426,2020,2414,794,3289.1467,32,132.56007,64,265.12015,421,1743.9934
1400000U,06037113427,113427,2020,1770,654,3694.9153,18,101.69492,42,237.28813,421,2378.531
1400000U,06037113428,113428,2020,4237,1193,2815.6714,45,106.20722,54,127.44867,737,1739.4382
1400000U,06037115101,115101,2020,4932,1840,3730.738,4,8.1103001,92,186.5369,1024,2076.2368
1400000U,06037115103,115103,2020,3181,62,194.90726,3,9.4309969,4,12.574662,15,47.154984
1400000U,06037115104,115104,2020,4619,787,1703.832,0,0,52,112.57848,488,1056.5057
1400000U,06037115202,115202,2020,6393,2687,4203.0347,22,34.41264,136,212.73268,1274,1992.8047
1400000U,06037115203,115203,2020,2652,779,2937.4058,1,3.7707391,15,56.561085,510,1923.0769
1400000U,06037115204,115204,2020,4054,1253,3090.7747,3,7.4000988,75,185.00247,750,1850.0247
1400000U,06037115301,115301,2020,4648,1282,2758.1755,2,4.3029261,49,105.42168,785,1688.8984
1400000U,06037115302,115302,2020,3835,634,1653.1942,3,7.8226857,43,112.12516,363,946.54498
1400000U,06037115401,115401,2020,6185,1471,2378.3347,6,9.7008896,120,194.01779,828,1338.7227
1400000U,06037115403,115403,2020,3597,1901,5284.9595,17,47.261608,180,500.41702,576,1601.3345
1400000U,06037115404,115404,2020,2897,1030,3555.4021,15,51.777702,71,245.08112,608,2098.7229
1400000U,06037117101,117101,2020,5094,1555,3052.6108,10,19.630938,265,520.21985,734,1440.9109
1400000U,06037117102,117102,2020,2745,943,3435.3369,40,145.71948,100,364.29874,532,1938.0692
1400000U,06037117201,117201,2020,5126,1347,2627.78,38,74.131874,143,278.96997,639,1246.5861
1400000U,06037117202,117202,2020,2857,1195,4182.709,26,91.004547,70,245.01225,563,1970.5985
1400000U,06037117301,117301,2020,3679,1585,4308.2358,4,10.872519,50,135.90649,1074,2919.2715
1400000U,06037117302,117302,2020,4932,1700,3446.8774,21,42.579075,85,172.34387,1038,2104.6228
1400000U,06037117303,117303,2020,4369,1381,3160.9065,17,38.910507,120,274.66238,798,1826.5049
1400000U,06037117404,117404,2020,5646,1678,2972.0156,70,123.98158,116,205.45518,927,1641.8704
1400000U,06037117405,117405,2020,3421,790,2309.2664,2,5.8462439,137,400.46771,434,1268.6349
1400000U,06037117407,117407,2020,3715,813,2188.4253,59,158.81561,171,460.29611,348,936.74292
1400000U,06037117408,117408,2020,2803,736,2625.7581,15,53.514091,97,346.0578,366,1305.7439
1400000U,06037117510,117510,2020,3661,1151,3143.9497,8,21.851954,111,303.19586,631,1723.5728
1400000U,06037117520,117520,2020,4226,1274,3014.6711,29,68.62281,141,333.64883,652,1542.8301
1400000U,06037117530,117530,2020,6231,1995,3201.7332,16,25.678061,194,311.3465,901,1445.9958
1400000U,06037119001,119001,2020,4583,1921,4191.5776,59,128.73663,258,562.95001,1025,2236.5264
1400000U,06037119003,119003,2020,4425,1683,3803.3899,20,45.197739,225,508.47458,985,2225.9888
1400000U,06037119004,119004,2020,3353,1345,4011.3333,74,220.69788,163,486.13184,605,1804.3544
1400000U,06037119201,119201,2020,4426,1879,4245.3682,43,97.153183,269,607.77228,1031,2329.417
1400000U,06037119202,119202,2020,4756,1958,4116.9048,124,260.7233,285,599.24304,1003,2108.915
1400000U,06037119310,119310,2020,4297,1304,3034.6753,61,141.9595,209,486.38586,631,1468.4664
1400000U,06037119320,119320,2020,4735,1357,2865.8923,52,109.82049,278,587.11719,661,1395.9873
1400000U,06037119340,119340,2020,4031,824,2044.1578,8,19.846191,155,384.51996,453,1123.7906
1400000U,06037119341,119341,2020,2825,800,2831.8584,25,88.495575,136,481.41592,386,1366.3717
1400000U,06037119342,119342,2020,3009,852,2831.5054,0,0,230,764.37354,391,1299.4351
1400000U,06037119400,119400,2020,5564,2260,4061.8259,11,19.769949,325,584.11212,1302,2340.0432
1400000U,06037119700,119700,2020,4925,2182,4430.457,91,184.77158,284,576.64972,1184,2404.061
1400000U,06037119801,119801,2020,2648,1135,4286.2539,6,22.658609,122,460.72507,667,2518.8821
1400000U,06037119802,119802,2020,3340,1131,3386.2275,16,47.90419,171,511.97604,656,1964.0719
1400000U,06037119900,119900,2020,5123,1746,3408.1592,48,93.695099,262,511.4191,961,1875.854
1400000U,06037120010,120010,2020,2796,1113,3980.6868,10,35.765381,148,529.32764,529,1891.9885
1400000U,06037120020,120020,2020,3872,1220,3150.8264,64,165.28926,181,467.45868,592,1528.9257
1400000U,06037120030,120030,2020,2500,901,3604,58,232,150,600,465,1860
1400000U,06037120103,120103,2020,3376,949,2811.019,5,14.810427,135,399.88153,595,1762.4408
1400000U,06037120104,120104,2020,2243,724,3227.8198,60,267.49887,119,530.53943,290,1292.9113
1400000U,06037120105,120105,2020,2694,1091,4049.7402,24,89.086861,185,686.71118,530,1967.3348
1400000U,06037120106,120106,2020,4519,981,2170.8342,9,19.915911,196,433.72427,544,1203.8062
1400000U,06037120107,120107,2020,4060,806,1985.2217,15,36.945812,178,438.42365,365,899.01477
1400000U,06037120108,120108,2020,4592,1209,2632.8396,25,54.442509,241,524.82581,636,1385.0175
1400000U,06037120300,120300,2020,5066,2590,5112.5146,198,390.84091,378,746.15082,1199,2366.7588
1400000U,06037120400,120400,2020,6533,2376,3636.9202,139,212.76596,340,520.43469,1203,1841.4205
1400000U,06037121010,121010,2020,4737,2246,4741.3975,62,130.88452,466,983.745,979,2066.709
1400000U,06037121020,121020,2020,3701,1413,3817.887,16,43.23156,109,294.51498,839,2266.9548
1400000U,06037121101,121101,2020,3128,1032,3299.2327,18,57.544758,143,457.16113,486,1553.7085
1400000U,06037121102,121102,2020,2247,2597,11557.633,161,716.51093,820,3649.3103,753,3351.1348
1400000U,06037121210,121210,2020,3077,1632,5303.8672,43,139.74651,478,1553.4612,594,1930.4518
1400000U,06037121221,121221,2020,2379,1081,4543.9258,13,54.64481,309,1298.8651,503,2114.3337
1400000U,06037121222,121222,2020,4688,1919,4093.4299,37,78.924911,597,1273.4641,641,1367.3208
1400000U,06037121600,121600,2020,2838,1393,4908.3862,57,200.84567,86,303.0303,753,2653.2769
1400000U,06037121801,121801,2020,3165,1562,4935.229,32,101.10584,341,1077.4092,764,2413.9021
1400000U,06037121802,121802,2020,3088,1748,5660.6216,112,362.69431,521,1687.1761,643,2082.2539
1400000U,06037121900,121900,2020,3686,2034,5518.1768,90,244.16711,523,1418.8822,749,2032.0131
1400000U,06037122000,122000,2020,5390,2251,4176.2524,65,120.59369,235,435.99258,1085,2012.9871
1400000U,06037122120,122120,2020,4772,1636,3428.332,18,37.720032,260,544.84491,987,2068.3152
1400000U,06037122121,122121,2020,2909,919,3159.1611,26,89.377792,156,536.26678,508,1746.3046
1400000U,06037122122,122122,2020,2644,1422,5378.2148,91,344.17551,342,1293.4948,341,1289.7125
1400000U,06037122200,122200,2020,3542,1800,5081.8745,49,138.33992,232,654.99719,987,2786.5613
1400000U,06037122410,122410,2020,3471,1456,4194.7563,23,66.263321,131,377.41284,685,1973.4946
1400000U,06037122420,122420,2020,5029,1675,3330.6821,58,115.33108,113,224.69676,926,1841.3203
1400000U,06037123010,123010,2020,3911,1396,3569.4197,25,63.922272,170,434.67145,804,2055.7402
1400000U,06037123020,123020,2020,3028,1368,4517.8335,13,42.932629,112,369.8811,927,3061.4268
1400000U,06037123103,123103,2020,3816,1536,4025.1572,212,555.55554,115,301.36267,830,2175.0525
1400000U,06037123104,123104,2020,4848,1854,3824.2573,43,88.696373,264,544.55444,1093,2254.5378
1400000U,06037123203,123203,2020,3446,1582,4590.8301,17,49.332558,111,322.11258,671,1947.1852
1400000U,06037123204,123204,2020,3508,979,2790.7639,3,8.5518818,74,210.94641,573,1633.4093
1400000U,06037123205,123205,2020,2716,1503,5533.8735,69,254.05008,135,497.0545,646,2378.4978
1400000U,06037123206,123206,2020,2323,773,3327.5938,18,77.486008,52,223.84846,342,1472.2341
1400000U,06037123301,123301,2020,4467,1854,4150.4365,38,85.068275,184,411.90955,912,2041.6387
1400000U,06037123303,123303,2020,2860,1248,4363.6362,3,10.489511,102,356.64337,629,2199.3008
1400000U,06037123304,123304,2020,4581,1487,3246.0161,26,56.756168,114,248.85396,763,1665.5752
1400000U,06037123410,123410,2020,3861,1566,4055.9441,15,38.85004,137,354.83035,731,1893.2919
1400000U,06037123420,123420,2020,5015,1519,3028.9133,6,11.964108,124,247.25822,695,1385.8425
1400000U,06037123510,123510,2020,5200,1854,3565.3845,9,17.307692,139,267.30768,1067,2051.9231
1400000U,06037123520,123520,2020,2799,1088,3887.1025,10,35.727047,83,296.53448,559,1997.1418
1400000U,06037123601,123601,2020,4961,1624,3273.5334,49,98.770409,72,145.13203,941,1896.795
1400000U,06037123602,123602,2020,3435,1330,3871.9067,22,64.046577,67,195.05095,711,2069.8689
1400000U,06037123700,123700,2020,4612,1647,3571.1189,6,13.009541,83,179.9653,962,2085.863
1400000U,06037123800,123800,2020,5941,2020,3400.1011,45,75.744827,132,222.18481,1281,2156.2026
1400000U,06037123901,123901,2020,4862,2606,5359.9341,58,119.29247,142,292.06088,972,1999.1772
1400000U,06037123902,123902,2020,2653,1073,4044.478,8,30.154543,52,196.00452,644,2427.4407
1400000U,06037124000,124000,2020,5225,1716,3284.2104,19,36.363636,53,101.43541,1053,2015.311
1400000U,06037124102,124102,2020,3600,1960,5444.4443,178,494.44446,141,391.66666,909,2525
1400000U,06037124103,124103,2020,1889,1191,6304.9233,14,74.113289,102,539.96826,450,2382.2129
1400000U,06037124104,124104,2020,2577,1017,3946.4495,31,120.29491,91,353.12378,480,1862.631
1400000U,06037124105,124105,2020,2287,1113,4866.6377,40,174.90161,89,389.1561,568,2483.603
1400000U,06037124201,124201,2020,3548,1600,4509.583,62,174.74634,110,310.03381,912,2570.4622
1400000U,06037124203,124203,2020,2216,1033,4661.5522,3,13.537906,99,446.75092,693,3127.2563
1400000U,06037124204,124204,2020,1867,1000,5356.1865,12,64.274239,60,321.37119,638,3417.2468
1400000U,06037124300,124300,2020,2892,2089,7223.375,5,17.289074,262,905.94745,1108,3831.2585
1400000U,06037124400,124400,2020,4855,1492,3073.1206,27,55.61277,79,162.71884,980,2018.5376
1400000U,06037124500,124500,2020,2807,931,3316.7083,5,17.812611,45,160.31351,581,2069.8254
1400000U,06037124600,124600,2020,2606,1027,3940.9055,82,314.65848,59,226.40062,584,2240.9824
1400000U,06037124700,124700,2020,5606,1825,3255.4407,264,470.92401,89,158.75847,952,1698.1805
1400000U,06037124902,124902,2020,3075,899,2923.5771,3,9.7560978,48,156.09756,571,1856.9105
1400000U,06037124903,124903,2020,3746,1361,3633.2087,13,34.703686,74,197.54405,824,2199.6797
1400000U,06037125101,125101,2020,3567,1025,2873.5632,5,14.017382,48,134.56686,675,1892.3466
1400000U,06037125102,125102,2020,2121,713,3361.6218,2,9.4295139,32,150.87222,415,1956.6243
1400000U,06037125200,125200,2020,4006,1634,4078.8816,99,247.1293,96,239.64053,916,2286.5701
1400000U,06037125310,125310,2020,3844,1979,5148.2832,103,267.95004,153,398.02289,1038,2700.3123
1400000U,06037125321,125321,2020,3089,1049,3395.9209,6,19.423761,63,203.94949,656,2123.6646
1400000U,06037125322,125322,2020,2052,642,3128.655,94,458.08966,33,160.81871,239,1164.7174
1400000U,06037125402,125402,2020,4139,1708,4126.6006,137,330.99783,162,391.3989,979,2365.3057
1400000U,06037125403,125403,2020,2576,637,2472.8262,26,100.93168,24,93.167702,430,1669.2546
1400000U,06037125404,125404,2020,2694,917,3403.8604,29,107.64662,55,204.15739,610,2264.291
1400000U,06037125501,125501,2020,2886,1197,4147.6094,13,45.045044,80,277.20029,699,2422.0374
1400000U,06037125502,125502,2020,3631,1182,3255.3015,25,68.851555,54,148.71936,804,2214.2661
1400000U,06037125600,125600,2020,2963,715,2413.0947,6,20.249746,31,104.6237,464,1565.9805
1400000U,06037127102,127102,2020,5525,2227,4030.7693,21,38.009048,207,374.66064,1322,2392.7603
1400000U,06037127103,127103,2020,3020,671,2221.8542,4,13.245033,32,105.96027,429,1420.5298
1400000U,06037127104,127104,2020,4183,1567,3746.1152,33,78.890747,118,282.09418,1003,2397.8005
1400000U,06037127210,127210,2020,5933,2277,3837.856,75,126.4116,238,401.14612,1026,1729.3107
1400000U,06037127220,127220,2020,4959,1869,3768.905,81,163.33939,229,461.78665,914,1843.1135
1400000U,06037127300,127300,2020,3693,1313,3555.375,50,135.39128,165,446.79123,694,1879.231
1400000U,06037127400,127400,2020,6414,2925,4560.3369,72,112.25444,858,1337.6987,1018,1587.1531
1400000U,06037127520,127520,2020,4875,975,2000,10,20.512821,124,254.35898,572,1173.3334
1400000U,06037127603,127603,2020,2855,1375,4816.1123,4,14.010508,261,914.18567,538,1884.4133
1400000U,06037127604,127604,2020,3285,1347,4100.4565,55,167.4277,278,846.27094,564,1716.895
1400000U,06037127605,127605,2020,4016,1635,4071.2151,8,19.920319,359,893.92432,605,1506.4741
1400000U,06037127606,127606,2020,3133,1245,3973.8269,47,150.01596,218,695.81873,559,1784.2324
1400000U,06037127711,127711,2020,3271,1196,3656.3743,31,94.77224,83,253.74503,618,1889.3304
1400000U,06037127712,127712,2020,3858,1055,2734.5774,53,137.37688,90,233.28149,483,1251.944
1400000U,06037127803,127803,2020,4907,1593,3246.3828,54,110.04688,153,311.79947,852,1736.295
1400000U,06037127804,127804,2020,4832,1275,2638.6589,6,12.417218,126,260.7616,756,1564.5696
1400000U,06037127805,127805,2020,3511,1441,4104.2437,86,244.94446,106,301.90829,603,1717.4595
1400000U,06037127806,127806,2020,3015,1191,3950.2488,101,334.9917,82,271.97348,588,1950.2488
1400000U,06037127910,127910,2020,5131,1562,3044.241,24,46.774509,84,163.71078,850,1656.5972
1400000U,06037127920,127920,2020,4710,1542,3273.8853,131,278.13162,80,169.85138,978,2076.4331
1400000U,06037128101,128101,2020,3344,1362,4072.9666,10,29.904306,100,299.04306,856,2559.8086
1400000U,06037128102,128102,2020,4958,1685,3398.5479,77,155.30457,157,316.65994,868,1750.7059
1400000U,06037128210,128210,2020,5296,1682,3175.9819,83,156.72206,261,492.82477,1002,1891.994
1400000U,06037128220,128220,2020,2858,915,3201.5396,11,38.488453,64,223.93282,559,1955.9132
1400000U,06037128302,128302,2020,5096,1192,2339.0896,16,31.397175,134,262.95132,741,1454.0817
1400000U,06037128303,128303,2020,4063,1505,3704.1594,173,425.79376,243,598.08026,600,1476.7413
1400000U,06037128400,128400,2020,4547,1838,4042.2256,176,387.06839,202,444.24896,956,2102.4851
1400000U,06037128500,128500,2020,4205,1470,3495.8384,45,107.01546,77,183.11534,913,2171.2249
1400000U,06037128601,128601,2020,5052,1363,2697.9414,74,146.47664,101,199.92082,828,1638.9548
1400000U,06037128602,128602,2020,3217,1182,3674.2307,28,87.037613,60,186.50917,755,2346.907
1400000U,06037128703,128703,2020,3077,991,3220.6694,89,289.24277,61,198.24504,656,2131.9468
1400000U,06037128704,128704,2020,2242,857,3822.48,15,66.904549,23,102.58698,578,2578.0554
1400000U,06037128801,128801,2020,3673,844,2297.8491,66,179.68962,54,147.01878,521,1418.459
1400000U,06037128802,128802,2020,4343,1310,3016.3481,63,145.06102,71,163.48146,902,2076.9053
1400000U,06037128910,128910,2020,4805,1568,3263.2673,109,226.84703,147,305.93134,896,1864.7242
1400000U,06037131021,131021,2020,3463,804,2321.6863,5,14.438348,83,239.67657,464,1339.8787
1400000U,06037131022,131022,2020,3011,923,3065.4268,29,96.313515,104,345.40021,412,1368.3162
1400000U,06037131023,131023,2020,2968,1526,5141.5093,47,158.35579,91,306.60376,652,2196.7654
1400000U,06037131024,131024,2020,4120,1684,4087.3787,19,46.116505,90,218.44661,717,1740.2913
1400000U,06037131100,131100,2020,3293,1560,4737.3218,2,6.0734892,149,452.47495,941,2857.5767
1400000U,06037131200,131200,2020,3537,1420,4014.7017,3,8.4817638,105,296.86176,939,2654.7922
1400000U,06037131300,131300,2020,4988,1900,3809.1418,22,44.105854,227,455.09222,1058,2121.0906
1400000U,06037131400,131400,2020,6679,1942,2907.6208,16,23.955683,133,199.13161,1083,1621.5002
1400000U,06037131600,131600,2020,4983,1898,3808.9504,10,20.068232,166,333.13266,1145,2297.8125
1400000U,06037131701,131701,2020,5424,1525,2811.5781,3,5.5309734,130,239.67552,975,1797.5664
1400000U,06037131702,131702,2020,3815,1073,2812.582,3,7.8636961,74,193.97116,673,1764.0891
1400000U,06037131801,131801,2020,3157,1580,5004.7515,63,199.55653,158,500.47513,527,1669.3063
1400000U,06037131802,131802,2020,3039,1171,3853.2412,7,23.033894,139,457.3873,676,2224.416
1400000U,06037131900,131900,2020,4623,1994,4313.2163,8,17.304781,293,633.7876,1152,2491.8884
1400000U,06037132001,132001,2020,3473,1567,4511.9492,11,31.672905,130,374.31616,907,2611.575
1400000U,06037132002,132002,2020,3699,1723,4658.0156,21,56.772102,158,427.14246,902,2438.4968
1400000U,06037132101,132101,2020,4727,1520,3215.5701,20,42.310135,218,461.18045,778,1645.8641
1400000U,06037132102,132102,2020,5027,2030,4038.1938,12,23.871096,306,608.71295,1044,2076.7854
1400000U,06037132301,132301,2020,4189,1439,3435.1875,110,262.5925,130,310.33661,516,1231.7976
1400000U,06037132302,132302,2020,3516,987,2807.1672,4,11.376564,76,216.15472,553,1572.8101
1400000U,06037132501,132501,2020,4553,1196,2626.8394,8,17.570833,75,164.72655,801,1759.2795
1400000U,06037132502,132502,2020,3358,1411,4201.9058,17,50.625374,145,431.80466,931,2772.4836
1400000U,06037132700,132700,2020,4882,1800,3687.0134,50,102.41705,136,278.57434,1030,2109.791
1400000U,06037132900,132900,2020,3882,1155,2975.2705,9,23.183926,41,105.61566,746,1921.6898
1400000U,06037133000,133000,2020,4866,1495,3072.3386,14,28.771065,88,180.84669,966,1985.2035
1400000U,06037133101,133101,2020,1782,783,4393.9395,12,67.340065,62,347.92368,497,2789.0012
1400000U,06037133102,133102,2020,3944,1007,2553.2454,12,30.425964,67,169.8783,541,1371.7039
1400000U,06037134001,134001,2020,3623,1222,3372.8955,60,165.60861,166,458.18384,630,1738.8904
1400000U,06037134002,134002,2020,3849,1162,3018.9661,4,10.39231,94,244.21928,710,1844.635
1400000U,06037134101,134101,2020,5455,1297,2377.6353,6,10.999084,63,115.49038,882,1616.8652
1400000U,06037134103,134103,2020,4645,1473,3171.1519,20,43.057049,89,191.60388,938,2019.3757
1400000U,06037134104,134104,2020,4502,1015,2254.5535,12,26.654819,62,137.71657,638,1417.1479
1400000U,06037134201,134201,2020,4941,1755,3551.9126,73,147.74338,178,360.25098,978,1979.3564
1400000U,06037134302,134302,2020,4136,1446,3496.1316,10,24.17795,74,178.91682,916,2214.7002
1400000U,06037134303,134303,2020,5618,2026,3606.2656,80,142.39943,99,176.2193,1142,2032.7518
1400000U,06037134304,134304,2020,2908,992,3411.2793,0,0,72,247.59285,631,2169.8762
1400000U,06037134305,134305,2020,3961,577,1456.7029,2,5.0492301,104,262.55997,249,628.62915
1400000U,06037134306,134306,2020,4468,811,1815.1298,11,24.619516,92,205.90869,525,1175.0223
1400000U,06037134421,134421,2020,4609,1190,2581.905,1,2.169668,53,114.99241,775,1681.4927
1400000U,06037134422,134422,2020,4681,1923,4108.0967,32,68.361458,112,239.26512,1175,2510.1475
1400000U,06037134423,134423,2020,3537,1240,3505.7959,1,2.8272548,129,364.71585,756,2137.4045
1400000U,06037134424,134424,2020,2947,771,2616.22,4,13.573125,38,128.94469,454,1540.5497
1400000U,06037134520,134520,2020,5761,2334,4051.3799,222,385.34976,248,430.4808,1128,1957.9934
1400000U,06037134521,134521,2020,3344,1021,3053.2297,112,334.92822,178,532.29663,479,1432.4163
1400000U,06037134522,134522,2020,4574,1320,2885.8767,33,72.146919,136,297.33276,774,1692.1731
1400000U,06037134710,134710,2020,5398,1345,2491.6636,2,3.705076,148,274.17563,863,1598.7402
1400000U,06037134720,134720,2020,5421,1399,2580.7046,26,47.961632,149,274.85703,810,1494.1892
1400000U,06037134801,134801,2020,3333,1345,4035.4036,94,282.0282,128,384.03839,786,2358.2358
1400000U,06037134802,134802,2020,3107,1320,4248.4712,21,67.589317,111,357.25781,764,2458.9636
1400000U,06037134901,134901,2020,2691,1304,4845.7822,35,130.06317,76,282.42288,822,3054.6265
1400000U,06037134904,134904,2020,4452,1561,3506.2893,7,15.72327,93,208.89488,1057,2374.2139
1400000U,06037134905,134905,2020,5074,501,987.38666,18,35.474972,19,37.445801,246,484.82458
1400000U,06037134906,134906,2020,3042,440,1446.4169,21,69.033531,62,203.81328,262,861.27545
1400000U,06037134907,134907,2020,3325,204,613.53381,58,174.4361,14,42.105263,68,204.51128
1400000U,06037135102,135102,2020,3867,1269,3281.6138,49,126.71321,91,235.32454,737,1905.8702
1400000U,06037135111,135111,2020,4050,1063,2624.6914,14,34.567902,45,111.11111,637,1572.8395
1400000U,06037135113,135113,2020,3138,149,474.82474,27,86.042068,6,19.120459,57,181.64436
1400000U,06037135115,135115,2020,3110,285,916.39874,5,16.077171,12,38.585209,180,578.77814
1400000U,06037135116,135116,2020,1463,359,2453.8618,25,170.88174,10,68.352699,108,738.20917
1400000U,06037135201,135201,2020,3013,933,3096.5815,49,162.62862,81,268.83505,540,1792.2336
1400000U,06037135202,135202,2020,4618,1605,3475.5305,36,77.955826,77,166.73885,1072,2321.3513
1400000U,06037135204,135204,2020,5135,1807,3518.9873,18,35.053555,129,251.21713,1216,2368.0623
1400000U,06037135205,135205,2020,1938,444,2291.0217,5,25.799793,21,108.35913,273,1408.6687
1400000U,06037137000,137000,2020,5184,1863,3593.75,127,244.98457,122,235.33951,971,1873.071
1400000U,06037137103,137103,2020,5540,625,1128.1588,173,312.27435,24,43.321301,296,534.29602
1400000U,06037137104,137104,2020,2579,1164,4513.3774,180,697.94495,93,360.60489,574,2225.6689
1400000U,06037137202,137202,2020,3281,803,2447.4246,110,335.26364,52,158.48827,376,1145.9921
1400000U,06037137203,137203,2020,2609,1240,4752.7788,196,751.24567,101,387.12149,598,2292.0659
1400000U,06037137301,137301,2020,2314,615,2657.7356,6,25.929127,16,69.144341,398,1719.9655
1400000U,06037137302,137302,2020,4392,1374,3128.4153,12,27.322405,48,109.28962,869,1978.5974
1400000U,06037137401,137401,2020,4091,1640,4008.7998,228,557.32092,64,156.44096,872,2131.5083
1400000U,06037137402,137402,2020,5626,1568,2787.0601,49,87.095627,51,90.650551,1007,1789.9041
1400000U,06037137501,137501,2020,5254,2268,4316.7109,1171,2228.7781,69,131.32851,447,850.78033
1400000U,06037137502,137502,2020,4337,1743,4018.907,150,345.86121,98,225.96265,1025,2363.3848
1400000U,06037137504,137504,2020,1928,522,2707.469,2,10.373444,5,25.933609,316,1639.0042
1400000U,06037138000,138000,2020,4766,1317,2763.3235,22,46.160301,21,44.062107,862,1808.6445
1400000U,06037139001,139001,2020,5561,1666,2995.864,40,71.929512,141,253.55151,1064,1913.325
1400000U,06037139200,139200,2020,5994,1886,3146.4797,100,166.8335,214,357.02368,1128,1881.8818
1400000U,06037139301,139301,2020,4106,2164,5270.3359,314,764.73456,139,338.52899,1127,2744.7637
1400000U,06037139302,139302,2020,5016,1021,2035.4865,13,25.917065,101,201.35567,624,1244.0192
1400000U,06037139303,139303,2020,4682,1110,2370.7817,120,256.30072,82,175.13882,560,1196.0701
1400000U,06037139401,139401,2020,2488,1515,6089.2285,227,912.37939,109,438.10291,536,2154.3408
1400000U,06037139402,139402,2020,2979,1256,4216.1797,175,587.44543,70,234.97818,462,1550.856
1400000U,06037139502,139502,2020,3004,1290,4294.2744,59,196.4048,82,272.96936,745,2480.0266
1400000U,06037139504,139504,2020,4128,906,2194.7673,45,109.01163,92,222.86821,576,1395.3489
1400000U,06037139505,139505,2020,2965,473,1595.2782,7,23.608768,34,114.67117,333,1123.1029
1400000U,06037139506,139506,2020,3416,520,1522.2483,6,17.564404,48,140.51523,374,1094.8478
1400000U,06037139600,139600,2020,5241,1285,2451.8223,37,70.597214,60,114.48197,582,1110.4751
1400000U,06037139701,139701,2020,5889,1428,2424.8599,23,39.055866,53,89.998299,853,1448.4633
1400000U,06037139703,139703,2020,2747,613,2231.5254,0,0,9,32.763016,390,1419.7306
1400000U,06037139704,139704,2020,2620,558,2129.771,0,0,12,45.801525,361,1377.8625
1400000U,06037139705,139705,2020,3820,858,2246.0732,1,2.617801,51,133.50786,526,1376.9634
1400000U,06037139801,139801,2020,3478,917,2636.5728,0,0,14,40.253017,606,1742.3807
1400000U,06037139802,139802,2020,4041,960,2375.6497,0,0,11,27.220985,610,1509.5273
1400000U,06037141101,141101,2020,4757,1110,2333.4033,12,25.225983,40,84.086609,812,1706.9581
1400000U,06037141102,141102,2020,3120,794,2544.8718,25,80.128204,26,83.333336,537,1721.1538
1400000U,06037141201,141201,2020,4201,1133,2696.9768,16,38.08617,45,107.11736,797,1897.1674
1400000U,06037141202,141202,2020,3001,845,2815.728,16,53.315563,40,133.28891,535,1782.7391
1400000U,06037141303,141303,2020,3436,717,2086.7288,11,32.013969,37,107.68335,533,1551.2224
1400000U,06037141304,141304,2020,3185,920,2888.54,45,141.28728,32,100.47095,541,1698.5872
1400000U,06037141305,141305,2020,2606,941,3610.8979,24,92.095161,68,260.93631,618,2371.4504
1400000U,06037141306,141306,2020,3240,740,2283.9507,67,206.79013,21,64.814812,458,1413.5802
1400000U,06037141400,141400,2020,5366,1399,2607.1563,20,37.271709,46,85.724937,833,1552.3667
1400000U,06037141500,141500,2020,3015,658,2182.4211,1,3.3167496,29,96.185738,356,1180.7628
1400000U,06037141600,141600,2020,4198,1021,2432.1106,4,9.528347,18,42.87756,665,1584.0876
1400000U,06037141700,141700,2020,3342,789,2360.8618,3,8.9766607,20,59.844406,517,1546.9779
1400000U,06037143101,143101,2020,2074,487,2348.1196,25,120.54002,33,159.11282,263,1268.0811
1400000U,06037143102,143102,2020,2139,822,3842.9172,31,144.92754,70,327.25574,485,2267.4148
1400000U,06037143200,143200,2020,4351,1800,4136.98,383,880.25739,88,202.25235,775,1781.1997
1400000U,06037143301,143301,2020,3586,1109,3092.5823,96,267.70776,69,192.41495,670,1868.3771
1400000U,06037143302,143302,2020,3104,1050,3382.7319,39,125.64433,46,148.19588,672,2164.9485
1400000U,06037143401,143401,2020,5602,1328,2370.582,204,364.15567,77,137.45091,726,1295.9657
1400000U,06037143402,143402,2020,1973,568,2878.8647,57,288.90015,28,141.91586,300,1520.5271
1400000U,06037143500,143500,2020,5633,1336,2371.738,41,72.78537,55,97.638916,874,1551.571
1400000U,06037143602,143602,2020,4897,1394,2846.6409,67,136.81847,92,187.87012,799,1631.6112
1400000U,06037143603,143603,2020,2442,854,3497.1335,32,131.04013,29,118.75512,557,2280.9172
