geoid,FIPS,CT20,year,denom_total_pop,total_calls,total_calls_rate,homeless_encampment,homeless_encampment_rate,illegal_dumping,illegal_dumping_rate,bulky_items,bulky_items_rate
1400000U,06037535101,535101,2020,8098,83,102.49445,0,0,4,4.9394913,2,2.4697456
1400000U,06037535200,535200,2020,6240,56,89.743591,9,14.423077,22,35.256409,14,22.435898
1400000U,06037540400,540400,2020,2043,5,24.473812,0,0,0,0,3,14.684288
1400000U,06037540600,540600,2020,5102,1,1.9600157,0,0,0,0,0,0
1400000U,06037540700,540700,2020,3169,21,66.26696,3,9.4667091,10,31.555696,3,9.4667091
1400000U,06037540901,540901,2020,4931,1,2.0279863,0,0,0,0,0,0
1400000U,06037541003,541003,2020,4379,1,2.2836263,0,0,0,0,0,0
1400000U,06037543400,543400,2020,3542,7,19.762846,0,0,1,2.8232636,1,2.8232636
1400000U,06037543501,543501,2020,6890,7,10.159652,0,0,2,2.9027576,1,1.4513788
1400000U,06037543502,543502,2020,4790,4,8.3507309,0,0,1,2.0876827,1,2.0876827
1400000U,06037543503,543503,2020,5889,3,5.0942435,0,0,0,0,0,0
1400000U,06037543605,543605,2020,4042,2,4.9480457,0,0,1,2.4740229,0,0
1400000U,06037543606,543606,2020,3806,7,18.392014,1,2.6274304,0,0,2,5.2548609
1400000U,06037600100,600100,2020,7419,41,55.263512,6,8.0873432,22,29.653593,8,10.783124
1400000U,06037600201,600201,2020,4720,15,31.779661,0,0,2,4.237288,7,14.830508
1400000U,06037600202,600202,2020,7857,11,14.000255,0,0,1,1.2727504,4,5.0910015
1400000U,06037600304,600304,2020,4010,102,254.36409,24,59.850372,35,87.281799,29,72.319199
1400000U,06037600400,600400,2020,4070,6,14.742015,0,0,2,4.9140048,0,0
1400000U,06037600601,600601,2020,2456,1,4.0716615,0,0,0,0,0,0
1400000U,06037600702,600702,2020,4703,5,10.631512,0,0,0,0,0,0
1400000U,06037600704,600704,2020,3254,7,21.511986,0,0,3,9.2194223,2,6.1462817
1400000U,06037600801,600801,2020,3204,11,34.332085,0,0,2,6.242197,3,9.3632956
1400000U,06037600802,600802,2020,2586,6,23.201857,0,0,1,3.866976,3,11.600928
1400000U,06037600912,600912,2020,5038,14,27.788805,4,7.9396586,4,7.9396586,6,11.909488
1400000U,06037601301,601301,2020,1728,1,5.7870369,0,0,0,0,1,5.7870369
1400000U,06037602801,602801,2020,3921,37,94.363686,2,5.1007395,27,68.859985,1,2.5503697
1400000U,06037602802,602802,2020,4946,19,38.414879,0,0,5,10.109179,6,12.131015
1400000U,06037602900,602900,2020,4301,10,23.250406,0,0,3,6.975122,0,0
1400000U,06037603007,603007,2020,3748,1,2.6680896,0,0,0,0,0,0
1400000U,06037603008,603008,2020,3147,3,9.5328884,0,0,0,0,0,0
1400000U,06037603101,603101,2020,4535,12,26.460859,0,0,3,6.6152148,3,6.6152148
1400000U,06037603102,603102,2020,3418,2,5.8513751,0,0,1,2.9256876,1,2.9256876
1400000U,06037603200,603200,2020,3286,4,12.172854,1,3.0432136,0,0,2,6.0864272
1400000U,06037609900,609900,2020,2015,8,39.702232,0,0,2,9.9255581,3,14.888337
1400000U,06037620001,620001,2020,4216,1,2.3719165,0,0,0,0,0,0
1400000U,06037620101,620101,2020,5292,3,5.6689343,0,0,0,0,0,0
1400000U,06037650101,650101,2020,5778,4,6.9228106,2,3.4614053,0,0,0,0
1400000U,06037650901,650901,2020,4909,154,313.7095,0,0,5,10.185374,116,236.30067
1400000U,06037650903,650903,2020,4934,6,12.160519,4,8.1070127,0,0,0,0
1400000U,06037651001,651001,2020,5242,5,9.5383444,0,0,2,3.8153377,3,5.7230062
1400000U,06037670001,670001,2020,3498,8,22.870211,0,0,0,0,4,11.435105
1400000U,06037670002,670002,2020,3908,1,2.5588536,0,0,0,0,0,0
1400000U,06037670101,670101,2020,3156,21,66.539925,1,3.1685679,1,3.1685679,13,41.191383
1400000U,06037670701,670701,2020,6555,12,18.306637,2,3.051106,0,0,1,1.525553
1400000U,06037700101,700101,2020,4944,31,62.702267,2,4.0453076,3,6.0679612,3,6.0679612
1400000U,06037700200,700200,2020,7324,12,16.384489,1,1.3653741,0,0,5,6.8268704
1400000U,06037700300,700300,2020,6014,3,4.9883604,0,0,0,0,2,3.3255737
1400000U,06037700400,700400,2020,4902,2,4.0799675,0,0,0,0,0,0
1400000U,06037700501,700501,2020,3576,2,5.5928411,1,2.7964206,0,0,0,0
1400000U,06037700801,700801,2020,3706,16,43.173233,0,0,5,13.491635,9,24.284943
1400000U,06037700802,700802,2020,4426,2,4.5187531,0,0,0,0,1,2.2593765
1400000U,06037700901,700901,2020,3856,5,12.966805,1,2.5933609,0,0,2,5.1867218
1400000U,06037701201,701201,2020,3842,1,2.6028111,0,0,0,0,1,2.6028111
1400000U,06037701601,701601,2020,4096,1,2.4414063,0,0,0,0,0,0
1400000U,06037701701,701701,2020,3317,1,3.0147724,0,0,0,0,0,0
1400000U,06037701801,701801,2020,6827,6,8.7886333,2,2.9295444,1,1.4647722,0,0
1400000U,06037702102,702102,2020,5891,2,3.3950093,0,0,1,1.6975046,0,0
1400000U,06037702300,702300,2020,6601,1,1.514922,0,0,0,0,0,0
1400000U,06037702400,702400,2020,4391,43,97.927582,14,31.883398,7,15.941699,7,15.941699
1400000U,06037702501,702501,2020,4959,2,4.033071,1,2.0165355,1,2.0165355,0,0
1400000U,06037702502,702502,2020,3818,7,18.334206,0,0,1,2.6191723,2,5.2383447
1400000U,06037702600,702600,2020,6480,7,10.802469,0,0,0,0,0,0
1400000U,06037702802,702802,2020,2325,3,12.903226,0,0,0,0,2,8.6021509
1400000U,06037702803,702803,2020,2641,53,200.68156,2,7.5728889,2,7.5728889,19,71.942444
1400000U,06037702900,702900,2020,10065,24,23.845007,2,1.9870839,3,2.9806259,3,2.9806259
1400000U,06037703003,703003,2020,6158,4,6.4956155,0,0,0,0,0,0
1400000U,06037703100,703100,2020,6026,4,6.6379023,0,0,0,0,1,1.6594756
1400000U,06037703200,703200,2020,5595,21,37.533512,0,0,2,3.5746202,3,5.3619304
1400000U,06037800506,800506,2020,3274,1,3.0543678,0,0,0,0,0,0
1400000U,06037930400,930400,2020,1387,4,28.839222,0,0,0,0,0,0
1400000U,06037980001,980001,2020,0,16,,5,,1,,3,
1400000U,06037980002,980002,2020,0,1,,1,,0,,0,
1400000U,06037980005,980005,2020,0,1,,0,,0,,0,
1400000U,06037980008,980008,2020,65,479,73692.305,22,3384.6155,115,17692.309,47,7230.769
1400000U,06037980009,980009,2020,5,168,336000,30,60000,28,56000,13,26000
1400000U,06037980010,980010,2020,119,181,15210.084,1,84.033615,10,840.33612,46,3865.5461
1400000U,06037980014,980014,2020,45,384,85333.336,36,8000,62,13777.777,59,13111.111
1400000U,06037980015,980015,2020,993,156,1570.9969,30,302.11481,8,80.56395,34,342.39679
1400000U,06037980016,980016,2020,248,5,201.6129,0,0,1,40.322582,0,0
1400000U,06037980017,980017,2020,1120,60,535.71429,45,401.78571,3,26.785715,5,44.642857
1400000U,06037980019,980019,2020,77,16,2077.9221,0,0,0,0,8,1038.9611
1400000U,06037980020,980020,2020,0,9,,1,,6,,1,
1400000U,06037980021,980021,2020,45,218,48444.445,57,12666.667,77,17111.111,24,5333.3335
1400000U,06037980022,980022,2020,0,84,,0,,8,,3,
1400000U,06037980023,980023,2020,0,9,,0,,2,,3,
1400000U,06037980024,980024,2020,199,532,26733.668,137,6884.4219,66,3316.583,64,3216.0803
1400000U,06037980026,980026,2020,15,17,11333.333,0,0,6,4000,7,4666.6665
1400000U,06037980028,980028,2020,0,212,,29,,17,,37,
1400000U,06037980031,980031,2020,1237,277,2239.2886,43,347.6152,12,97.008896,31,250.60631
1400000U,06037980033,980033,2020,14,1,714.28571,0,0,0,0,0,0
1400000U,06037980037,980037,2020,0,5,,2,,2,,0,
1400000U,06037980038,980038,2020,0,20,,0,,3,,0,
1400000U,06037980039,980039,2020,0,5,,0,,0,,0,
1400000U,06037101110,101110,2019,4283,1483,3462.5264,8,18.678497,82,191.45459,984,2297.4551
1400000U,06037101122,101122,2019,3405,981,2881.0574,1,2.9368575,51,149.77974,682,2002.9369
1400000U,06037101220,101220,2019,3702,1045,2822.7986,1,2.7012427,123,332.25284,664,1793.6251
1400000U,06037101221,101221,2019,3455,1081,3128.7988,5,14.47178,192,555.71637,615,1780.0289
1400000U,06037101222,101222,2019,2892,751,2596.8188,10,34.578148,101,349.23929,415,1434.993
1400000U,06037101300,101300,2019,3884,1109,2855.3037,16,41.194645,44,113.28527,739,1902.6776
1400000U,06037101400,101400,2019,3458,1609,4652.9785,26,75.187973,162,468.47888,968,2799.3059
1400000U,06037102103,102103,2019,1763,519,2943.8457,1,5.6721497,31,175.83664,339,1922.8588
1400000U,06037102104,102104,2019,3717,877,2359.4297,22,59.187515,31,83.400589,567,1525.4237
1400000U,06037102105,102105,2019,1905,552,2897.6377,4,20.997375,36,188.97638,399,2094.4883
1400000U,06037102107,102107,2019,4349,1068,2455.7371,17,39.089447,99,227.63853,609,1400.3219
1400000U,06037103101,103101,2019,2428,782,3220.7578,4,16.474464,21,86.490936,570,2347.6111
1400000U,06037103102,103102,2019,4734,1624,3430.5027,9,19.011406,48,101.39417,1087,2296.1555
1400000U,06037103201,103201,2019,1674,1417,8464.7549,224,1338.1123,47,280.76465,794,4743.1304
1400000U,06037103202,103202,2019,4056,674,1661.7357,18,44.378696,45,110.94675,396,976.33136
1400000U,06037103300,103300,2019,3781,1133,2996.5618,10,26.44803,105,277.70432,683,1806.4004
1400000U,06037103401,103401,2019,3596,657,1827.03,39,108.45383,34,94.5495,407,1131.8131
1400000U,06037103402,103402,2019,2820,1531,5429.0781,42,148.93617,97,343.97162,949,3365.2483
1400000U,06037104103,104103,2019,3431,1105,3220.6355,41,119.49869,68,198.19295,714,2081.0259
1400000U,06037104105,104105,2019,6053,1200,1982.488,19,31.389393,90,148.6866,647,1068.8915
1400000U,06037104108,104108,2019,6001,1308,2179.6367,23,38.326946,136,226.62889,731,1218.1304
1400000U,06037104124,104124,2019,3874,912,2354.156,10,25.813112,38,98.089828,588,1517.811
1400000U,06037104201,104201,2019,4569,3271,7159.1157,30,65.659882,159,347.99738,779,1704.9683
1400000U,06037104203,104203,2019,5441,1170,2150.3401,5,9.1894875,116,213.19611,650,1194.6333
1400000U,06037104204,104204,2019,3674,765,2082.1992,48,130.6478,108,293.95755,354,963.52747
1400000U,06037104310,104310,2019,4962,1402,2825.4736,50,100.76582,117,235.79202,758,1527.6099
1400000U,06037104321,104321,2019,2270,996,4387.665,25,110.13216,194,854.62555,493,2171.8062
1400000U,06037104322,104322,2019,3022,978,3236.2673,154,509.59628,128,423.56055,424,1403.0443
1400000U,06037104401,104401,2019,3270,848,2593.2722,15,45.871559,75,229.3578,393,1201.8348
1400000U,06037104403,104403,2019,3323,1200,3611.1948,35,105.32652,128,385.19409,446,1342.1606
1400000U,06037104404,104404,2019,3084,1030,3339.8184,21,68.093384,95,308.0415,473,1533.7224
1400000U,06037104500,104500,2019,3025,1090,3603.3057,1,3.3057852,146,482.64462,511,1689.2562
1400000U,06037104610,104610,2019,3386,863,2548.73,16,47.253395,77,227.40697,489,1444.1819
1400000U,06037104620,104620,2019,3528,940,2664.3992,2,5.6689343,116,328.79819,555,1573.1293
1400000U,06037104701,104701,2019,4402,655,1487.96,13,29.53203,134,304.40707,328,745.11584
1400000U,06037104703,104703,2019,2166,690,3185.5955,54,249.30748,170,784.85687,287,1325.0231
1400000U,06037104704,104704,2019,4321,1115,2580.4211,59,136.54247,146,337.88474,534,1235.8251
1400000U,06037104821,104821,2019,3551,929,2616.1646,9,25.344973,107,301.32358,465,1309.4902
1400000U,06037104822,104822,2019,2819,789,2798.8647,35,124.1575,82,290.8833,312,1106.7755
1400000U,06037104823,104823,2019,2663,686,2576.042,7,26.286144,64,240.33046,387,1453.2482
1400000U,06037104824,104824,2019,2968,701,2361.8599,22,74.123993,55,185.30997,323,1088.2749
1400000U,06037106010,106010,2019,3089,823,2664.2927,15,48.559402,41,132.72903,455,1472.9686
1400000U,06037106020,106020,2019,5419,1807,3334.5635,11,20.298948,95,175.3091,933,1721.7198
1400000U,06037106111,106111,2019,3049,1185,3886.5203,2,6.5595279,29,95.113152,697,2285.9954
1400000U,06037106112,106112,2019,5589,3149,5634.2817,22,39.363033,141,252.28127,1131,2023.6178
1400000U,06037106113,106113,2019,3697,1803,4876.9272,65,175.81824,68,183.93292,598,1617.5277
1400000U,06037106114,106114,2019,6320,2879,4555.3799,45,71.20253,109,172.46835,857,1356.0127
1400000U,06037106403,106403,2019,3667,1838,5012.2715,3,8.1810741,88,239.97818,605,1649.85
1400000U,06037106405,106405,2019,4758,2238,4703.6572,5,10.508617,285,598.99115,561,1179.0669
1400000U,06037106406,106406,2019,5634,1645,2919.7727,18,31.948881,164,291.08981,786,1395.1012
1400000U,06037106407,106407,2019,3119,1225,3927.5408,3,9.6184673,54,173.13242,310,993.90833
1400000U,06037106408,106408,2019,3667,1065,2904.2815,0,0,104,283.6106,400,1090.8099
1400000U,06037106510,106510,2019,5808,2564,4414.6006,32,55.09642,131,225.55096,887,1527.2039
1400000U,06037106520,106520,2019,5920,2412,4074.3242,90,152.02702,200,337.83783,917,1548.9865
1400000U,06037106603,106603,2019,2126,760,3574.7883,2,9.4073381,42,197.55409,495,2328.3162
1400000U,06037106604,106604,2019,5067,2056,4057.6277,33,65.127296,130,256.56207,962,1898.5593
1400000U,06037106641,106641,2019,2372,599,2525.2952,1,4.2158518,24,101.18044,406,1711.6357
1400000U,06037106642,106642,2019,2961,933,3150.9624,19,64.167511,45,151.97568,621,2097.2644
1400000U,06037106643,106643,2019,4575,958,2093.989,9,19.672131,33,72.131149,617,1348.6339
1400000U,06037106645,106645,2019,3650,798,2186.3013,1,2.7397261,31,84.931503,537,1471.2329
1400000U,06037106646,106646,2019,3161,980,3100.2847,33,104.39734,71,224.61246,604,1910.7877
1400000U,06037106648,106648,2019,4546,1507,3315.0022,8,17.597889,85,186.97757,642,1412.2306
1400000U,06037106649,106649,2019,2661,1310,4922.9614,47,176.62534,80,300.63885,430,1615.9338
1400000U,06037107010,107010,2019,3141,1485,4727.7935,23,73.22509,55,175.10347,554,1763.7695
1400000U,06037107020,107020,2019,5313,1686,3173.3484,7,13.175231,121,227.74327,825,1552.795
1400000U,06037108101,108101,2019,2327,577,2479.5874,3,12.892136,21,90.244949,344,1478.2982
1400000U,06037108102,108102,2019,3552,896,2522.5225,20,56.306305,44,123.87387,524,1475.2252
1400000U,06037108103,108103,2019,3098,787,2540.3486,0,0,21,67.785667,464,1497.7405
1400000U,06037108104,108104,2019,1836,580,3159.0415,0,0,27,147.05882,357,1944.4445
1400000U,06037108202,108202,2019,7378,1057,1432.6376,4,5.4215236,26,35.239902,717,971.80811
1400000U,06037108203,108203,2019,2671,615,2302.5085,0,0,8,29.951328,391,1463.8712
1400000U,06037108204,108204,2019,2788,348,1248.2065,5,17.934002,3,10.760402,216,774.7489
1400000U,06037109100,109100,2019,2793,909,3254.5649,66,236.30505,76,272.10886,476,1704.2606
1400000U,06037109200,109200,2019,2426,815,3359.4395,11,45.342129,68,280.29678,539,2221.7642
1400000U,06037109300,109300,2019,2962,1028,3470.6279,13,43.889263,98,330.85754,568,1917.6232
1400000U,06037109400,109400,2019,3901,1477,3786.2087,20,51.268906,137,351.19202,812,2081.5176
1400000U,06037109500,109500,2019,4832,1377,2849.7517,34,70.364235,138,285.59604,761,1574.9172
1400000U,06037109601,109601,2019,4945,1760,3559.1506,39,78.867546,186,376.13751,1059,2141.5571
1400000U,06037109603,109603,2019,4297,1438,3346.5208,36,83.779381,111,258.31976,798,1857.1096
1400000U,06037109604,109604,2019,3195,1430,4475.7432,130,406.88577,114,356.80753,688,2153.3647
1400000U,06037109700,109700,2019,4616,1533,3321.0571,47,101.81976,128,277.29636,817,1769.9307
1400000U,06037109800,109800,2019,5534,1345,2430.4302,46,83.122513,76,137.33286,834,1507.0474
1400000U,06037111100,111100,2019,3179,891,2802.7681,4,12.582573,47,147.84523,551,1733.2494
1400000U,06037111201,111201,2019,3628,1076,2965.8213,53,146.086,49,135.06064,691,1904.6306
1400000U,06037111202,111202,2019,5169,1406,2720.062,20,38.692204,65,125.74966,929,1797.2528
1400000U,06037111204,111204,2019,6114,1499,2451.75,5,8.1779518,71,116.12692,872,1426.2349
1400000U,06037111205,111205,2019,3869,795,2054.7944,7,18.092531,40,103.38589,475,1227.7074
1400000U,06037111206,111206,2019,4379,1286,2936.7437,3,6.8508792,73,166.70473,854,1950.2169
1400000U,06037111302,111302,2019,5163,1290,2498.5474,62,120.08522,107,207.24385,784,1518.4969
1400000U,06037111303,111303,2019,5901,1347,2282.6641,28,47.449585,83,140.65413,841,1425.1821
1400000U,06037111304,111304,2019,1651,321,1944.2762,1,6.0569353,32,193.82193,186,1126.59
1400000U,06037111401,111401,2019,4053,875,2158.8945,116,286.20773,56,138.16925,431,1063.4098
1400000U,06037111402,111402,2019,4682,1223,2612.1316,64,136.69373,83,177.27467,716,1529.261
1400000U,06037113101,113101,2019,3719,1193,3207.8516,12,32.266739,86,231.24496,615,1653.6703
1400000U,06037113102,113102,2019,3019,691,2288.8374,9,29.811195,37,122.55714,410,1358.0656
1400000U,06037113211,113211,2019,4109,1100,2677.0503,10,24.336823,66,160.62302,631,1535.6534
1400000U,06037113212,113212,2019,3489,1063,3046.7183,8,22.929207,54,154.77214,612,1754.0842
1400000U,06037113213,113213,2019,5248,1441,2745.8079,59,112.42378,133,253.42987,751,1431.0214
1400000U,06037113231,113231,2019,2302,631,2741.0947,1,4.3440485,18,78.192879,412,1789.748
1400000U,06037113232,113232,2019,4315,1215,2815.759,31,71.842407,87,201.62225,710,1645.423
1400000U,06037113234,113234,2019,4823,1115,2311.8391,44,91.229523,89,184.53246,632,1310.3877
1400000U,06037113235,113235,2019,1824,2,10.964912,0,0,0,0,2,10.964912
1400000U,06037113237,113237,2019,4194,1471,3507.3916,175,417.26276,155,369.57559,654,1559.3705
1400000U,06037113238,113238,2019,4557,940,2062.7605,18,39.499672,132,289.66425,534,1171.8236
1400000U,06037113239,113239,2019,2788,795,2851.5063,91,326.39886,141,505.73889,352,1262.5538
1400000U,06037113301,113301,2019,3484,795,2281.8599,12,34.443169,63,180.82663,329,944.31689
1400000U,06037113303,113303,2019,4225,2056,4866.272,112,265.08875,251,594.08282,1006,2381.0652
1400000U,06037113322,113322,2019,4572,1250,2734.0332,12,26.246719,73,159.66754,750,1640.4199
1400000U,06037113323,113323,2019,4267,1243,2913.0537,67,157.01898,175,410.12421,535,1253.8083
1400000U,06037113324,113324,2019,1913,256,1338.2123,2,10.454783,20,104.54783,134,700.47046
1400000U,06037113423,113423,2019,1899,726,3823.0647,29,152.71196,68,358.08319,417,2195.8926
1400000U,06037113424,113424,2019,4651,1080,2322.0813,21,45.151581,101,217.15761,600,1290.0452
1400000U,06037113425,113425,2019,1059,485,4579.7925,4,37.771484,77,727.10101,293,2766.761
1400000U,06037113426,113426,2019,5820,734,1261.1683,43,73.883163,89,152.92096,389,668.38489
1400000U,06037113427,113427,2019,1069,532,4976.6138,19,177.73621,68,636.10852,316,2956.0337
1400000U,06037113428,113428,2019,5237,975,1861.7529,46,87.836548,48,91.655525,602,1149.5131
1400000U,06037115101,115101,2019,5083,1455,2862.4827,44,86.563057,79,155.42003,775,1524.6902
1400000U,06037115103,115103,2019,3374,73,216.3604,1,2.9638412,4,11.855365,15,44.457619
1400000U,06037115104,115104,2019,4377,849,1939.6847,1,2.2846699,83,189.62759,517,1181.1743
1400000U,06037115202,115202,2019,5684,2098,3691.0627,31,54.539059,153,269.17664,1029,1810.3448
1400000U,06037115203,115203,2019,2914,589,2021.2766,3,10.295127,33,113.2464,374,1283.4591
1400000U,06037115204,115204,2019,3733,851,2279.6677,9,24.109295,61,163.40744,495,1326.0112
1400000U,06037115301,115301,2019,4524,1062,2347.4802,4,8.841733,62,137.04686,624,1379.3103
1400000U,06037115302,115302,2019,3957,533,1346.98,2,5.0543342,62,156.68436,307,775.84027
1400000U,06037115401,115401,2019,6373,1239,1944.1393,14,21.967676,118,185.15613,658,1032.4808
1400000U,06037115403,115403,2019,3583,1563,4362.2661,22,61.401062,119,332.12393,493,1375.9419
1400000U,06037115404,115404,2019,2800,921,3289.2856,12,42.857143,70,250,544,1942.8572
1400000U,06037117101,117101,2019,5224,1302,2492.343,12,22.970903,126,241.19449,669,1280.6279
1400000U,06037117102,117102,2019,2861,893,3121.2864,32,111.84901,70,244.66969,515,1800.0699
1400000U,06037117201,117201,2019,5191,1297,2498.5552,76,146.40724,101,194.56752,546,1051.8204
1400000U,06037117202,117202,2019,2630,1149,4368.8213,58,220.53232,100,380.22815,455,1730.038
1400000U,06037117301,117301,2019,3910,1230,3145.78,10,25.575447,64,163.68286,804,2056.2659
1400000U,06037117302,117302,2019,5229,1457,2786.3835,36,68.846817,68,130.04399,841,1608.3381
1400000U,06037117303,117303,2019,3754,1176,3132.6584,36,95.897713,87,231.75279,707,1883.3245
1400000U,06037117404,117404,2019,5324,1407,2642.7498,41,77.009766,95,178.43727,777,1459.429
1400000U,06037117405,117405,2019,3574,836,2339.1157,15,41.96978,72,201.45496,517,1446.5585
1400000U,06037117407,117407,2019,3836,903,2354.0146,57,148.59229,187,487.48697,446,1162.6694
1400000U,06037117408,117408,2019,3073,783,2547.9988,9,29.287342,172,559.71362,366,1191.0186
1400000U,06037117510,117510,2019,3687,919,2492.5413,17,46.107948,99,268.51099,561,1521.5623
1400000U,06037117520,117520,2019,4168,1275,3059.021,42,100.76775,197,472.64874,627,1504.3186
1400000U,06037117530,117530,2019,6742,2154,3194.8977,36,53.396618,214,317.41324,934,1385.3456
1400000U,06037119001,119001,2019,4435,1902,4288.6133,51,114.99436,279,629.08679,947,2135.2876
1400000U,06037119003,119003,2019,3996,1480,3703.7036,22,55.055054,265,663.16315,779,1949.4495
1400000U,06037119004,119004,2019,4000,1107,2767.5,31,77.5,144,360,537,1342.5
1400000U,06037119201,119201,2019,4547,1748,3844.293,74,162.74466,297,653.17792,886,1948.5375
1400000U,06037119202,119202,2019,4759,1670,3509.1406,41,86.15255,219,460.18073,906,1903.7614
1400000U,06037119310,119310,2019,4086,1078,2638.2771,41,100.34264,133,325.50171,553,1353.4019
1400000U,06037119320,119320,2019,4906,1072,2185.0796,21,42.804729,136,277.21158,653,1331.0232
1400000U,06037119340,119340,2019,4264,736,1726.0789,3,7.0356474,135,316.60413,433,1015.4784
1400000U,06037119341,119341,2019,2890,706,2442.9065,21,72.66436,117,404.8443,334,1155.7094
1400000U,06037119342,119342,2019,2911,678,2329.0964,0,0,139,477.49915,324,1113.0195
1400000U,06037119400,119400,2019,5499,2118,3851.6094,18,32.733223,311,565.55737,1274,2316.7849
1400000U,06037119700,119700,2019,4913,1673,3405.2515,26,52.920822,198,403.01242,960,1953.9996
1400000U,06037119801,119801,2019,2985,933,3125.6282,6,20.100502,134,448.91122,551,1845.8961
1400000U,06037119802,119802,2019,3069,1157,3769.9575,9,29.325514,168,547.40961,651,2121.2122
1400000U,06037119900,119900,2019,5245,1412,2692.0876,11,20.972355,127,242.13536,860,1639.6569
1400000U,06037120010,120010,2019,2704,1019,3768.4912,66,244.08284,174,643.49115,468,1730.7693
1400000U,06037120020,120020,2019,3738,1146,3065.8105,66,176.565,198,529.69501,528,1412.52
1400000U,06037120030,120030,2019,2800,784,2800,66,235.71428,206,735.71429,298,1064.2858
1400000U,06037120103,120103,2019,3452,725,2100.2317,1,2.8968713,123,356.31519,440,1274.6234
1400000U,06037120104,120104,2019,2228,584,2621.1848,28,125.67325,108,484.73969,261,1171.4542
1400000U,06037120105,120105,2019,2832,859,3033.1921,15,52.966103,97,342.51413,471,1663.1356
1400000U,06037120106,120106,2019,4763,919,1929.4562,12,25.194206,209,438.79907,517,1085.4503
1400000U,06037120107,120107,2019,3893,724,1859.7483,9,23.118418,191,490.62421,366,940.14899
1400000U,06037120108,120108,2019,4732,1228,2595.0972,17,35.925613,226,477.59933,739,1561.7075
1400000U,06037120300,120300,2019,5238,2244,4284.0781,251,479.19052,269,513.55481,1004,1916.7621
1400000U,06037120400,120400,2019,6769,2083,3077.2639,142,209.77988,232,342.73895,994,1468.4591
1400000U,06037121010,121010,2019,4934,2304,4669.6392,83,168.2205,393,796.51398,1117,2263.8833
1400000U,06037121020,121020,2019,3610,1387,3842.1052,42,116.34349,184,509.69528,795,2202.2161
1400000U,06037121101,121101,2019,2862,929,3245.9819,24,83.857445,164,573.02588,485,1694.6191
1400000U,06037121102,121102,2019,2479,2451,9887.0508,320,1290.8431,551,2222.6704,771,3110.125
1400000U,06037121210,121210,2019,2915,1641,5629.5024,51,174.95712,259,888.50769,681,2336.1921
1400000U,06037121221,121221,2019,2419,769,3178.9995,14,57.875156,129,533.2782,409,1690.7814
1400000U,06037121222,121222,2019,5123,1741,3398.3994,87,169.82237,317,618.77808,791,1544.0172
1400000U,06037121600,121600,2019,2735,1072,3919.5613,32,117.00183,104,380.25595,576,2106.033
1400000U,06037121801,121801,2019,3127,1210,3869.5234,30,95.938599,171,546.85004,680,2174.6082
1400000U,06037121802,121802,2019,3216,1869,5811.5674,403,1253.1095,356,1106.9652,692,2151.7412
1400000U,06037121900,121900,2019,3761,1859,4942.8345,132,350.97049,362,962.50995,818,2174.9534
1400000U,06037122000,122000,2019,5876,2343,3987.4065,90,153.16542,271,461.19809,1068,1817.563
1400000U,06037122120,122120,2019,5011,1493,2979.4453,9,17.960487,202,403.11316,968,1931.7501
1400000U,06037122121,122121,2019,2829,933,3297.9851,66,233.29799,125,441.85223,506,1788.6179
1400000U,06037122122,122122,2019,2728,1272,4662.7568,182,667.1554,334,1224.3402,409,1499.2668
1400000U,06037122200,122200,2019,3469,1623,4678.5815,143,412.22253,337,971.46149,754,2173.5371
1400000U,06037122410,122410,2019,3457,1267,3665.0276,49,141.74139,113,326.87302,678,1961.238
1400000U,06037122420,122420,2019,4503,1417,3146.791,23,51.077061,100,222.07417,890,1976.4601
1400000U,06037123010,123010,2019,4027,1294,3213.3101,40,99.329529,119,295.50534,730,1812.7638
1400000U,06037123020,123020,2019,3250,1263,3886.1538,13,40,140,430.76923,876,2695.3845
1400000U,06037123103,123103,2019,3807,1560,4097.7148,190,499.08063,191,501.70737,851,2235.356
1400000U,06037123104,123104,2019,4416,1650,3736.4131,109,246.82971,312,706.52173,943,2135.4167
1400000U,06037123203,123203,2019,4094,1420,3468.4905,30,73.277969,147,359.06204,642,1568.1486
1400000U,06037123204,123204,2019,3129,958,3061.6812,15,47.938637,98,313.1991,524,1674.6565
1400000U,06037123205,123205,2019,2492,1359,5453.4512,109,437.39969,199,798.55536,525,2106.7415
1400000U,06037123206,123206,2019,2572,672,2612.7527,61,237.16953,83,322.70605,237,921.46191
1400000U,06037123301,123301,2019,4530,1516,3346.5784,52,114.79028,139,306.84326,715,1578.3665
1400000U,06037123303,123303,2019,3087,1251,4052.478,28,90.70295,164,531.26013,524,1697.4409
1400000U,06037123304,123304,2019,4362,1318,3021.5498,39,89.408531,146,334.70886,647,1483.2645
1400000U,06037123410,123410,2019,4181,1437,3436.9768,15,35.876583,93,222.43483,728,1741.2102
1400000U,06037123420,123420,2019,4408,1623,3681.9419,28,63.52087,190,431.03448,625,1417.8766
1400000U,06037123510,123510,2019,4795,1718,3582.8989,18,37.539104,141,294.0563,1063,2216.8926
1400000U,06037123520,123520,2019,2816,1171,4158.3809,5,17.755682,77,273.4375,572,2031.25
1400000U,06037123601,123601,2019,4803,1538,3202.1653,68,141.57819,114,237.35165,806,1678.1178
1400000U,06037123602,123602,2019,3659,1343,3670.4019,20,54.659744,100,273.29871,695,1899.426
